_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
9536,2018Q2,S08000032,"",S08000032,Upper GI,"",22,"",22,""
9537,2018Q2,S08000032,"",S08000032,Urological,"",66,"",64,""
9538,2018Q2,S08000032,"",SB0801,All Cancer Types,d,7,"",7,""
9539,2018Q2,S08000032,"",SB0801,Lung,"",7,"",7,""
9540,2018Q2,S92000003,d,S08000015,All Cancer Types,d,220,"",201,""
9541,2018Q2,S92000003,d,S08000015,Breast,"",65,"",60,""
9542,2018Q2,S92000003,d,S08000015,Colorectal,"",32,"",27,""
9543,2018Q2,S92000003,d,S08000015,Head & Neck,"",8,"",8,""
9544,2018Q2,S92000003,d,S08000015,Lung,"",30,"",29,""
9545,2018Q2,S92000003,d,S08000015,Lymphoma,"",5,"",5,""
9546,2018Q2,S92000003,d,S08000015,Melanoma,"",8,"",8,""
9547,2018Q2,S92000003,d,S08000015,Ovarian,"",5,"",5,""
9548,2018Q2,S92000003,d,S08000015,Upper GI,"",20,"",17,""
9549,2018Q2,S92000003,d,S08000015,Urological,"",47,"",42,""
9550,2018Q2,S92000003,d,S08000016,All Cancer Types,d,65,"",63,""
9551,2018Q2,S92000003,d,S08000016,Breast,"",11,"",10,""
9552,2018Q2,S92000003,d,S08000016,Cervical,"",1,"",1,""
9553,2018Q2,S92000003,d,S08000016,Colorectal,"",9,"",9,""
9554,2018Q2,S92000003,d,S08000016,Lung,"",15,"",15,""
9555,2018Q2,S92000003,d,S08000016,Lymphoma,"",4,"",4,""
9556,2018Q2,S92000003,d,S08000016,Melanoma,"",6,"",6,""
9557,2018Q2,S92000003,d,S08000016,Ovarian,"",4,"",4,""
9558,2018Q2,S92000003,d,S08000016,Upper GI,"",5,"",5,""
9559,2018Q2,S92000003,d,S08000016,Urological,"",10,"",9,""
9560,2018Q2,S92000003,d,S08000017,All Cancer Types,d,106,"",103,""
9561,2018Q2,S92000003,d,S08000017,Breast,"",25,"",25,""
9562,2018Q2,S92000003,d,S08000017,Cervical,"",1,"",1,""
9563,2018Q2,S92000003,d,S08000017,Colorectal,"",23,"",23,""
9564,2018Q2,S92000003,d,S08000017,Head & Neck,"",1,"",1,""
9565,2018Q2,S92000003,d,S08000017,Lung,"",23,"",22,""
9566,2018Q2,S92000003,d,S08000017,Lymphoma,"",3,"",3,""
9567,2018Q2,S92000003,d,S08000017,Melanoma,"",3,"",3,""
9568,2018Q2,S92000003,d,S08000017,Ovarian,"",1,"",1,""
9569,2018Q2,S92000003,d,S08000017,Upper GI,"",12,"",12,""
9570,2018Q2,S92000003,d,S08000017,Urological,"",14,"",12,""
9571,2018Q2,S92000003,d,S08000019,All Cancer Types,d,213,"",181,""
9572,2018Q2,S92000003,d,S08000019,Breast,"",35,"",35,""
9573,2018Q2,S92000003,d,S08000019,Cervical,"",1,"",1,""
9574,2018Q2,S92000003,d,S08000019,Colorectal,"",41,"",23,""
9575,2018Q2,S92000003,d,S08000019,Head & Neck,"",2,"",2,""
9576,2018Q2,S92000003,d,S08000019,Lung,"",28,"",27,""
9577,2018Q2,S92000003,d,S08000019,Lymphoma,"",13,"",13,""
9578,2018Q2,S92000003,d,S08000019,Melanoma,"",19,"",14,""
9579,2018Q2,S92000003,d,S08000019,Ovarian,"",2,"",2,""
9580,2018Q2,S92000003,d,S08000019,Upper GI,"",20,"",20,""
9581,2018Q2,S92000003,d,S08000019,Urological,"",52,"",44,""
9582,2018Q2,S92000003,d,S08000020,All Cancer Types,d,446,"",356,""
9583,2018Q2,S92000003,d,S08000020,Breast,"",81,"",73,""
9584,2018Q2,S92000003,d,S08000020,Cervical,"",5,"",1,""
9585,2018Q2,S92000003,d,S08000020,Colorectal,"",59,"",38,""
9586,2018Q2,S92000003,d,S08000020,Head & Neck,"",18,"",15,""
9587,2018Q2,S92000003,d,S08000020,Lung,"",100,"",80,""
9588,2018Q2,S92000003,d,S08000020,Lymphoma,"",13,"",10,""
9589,2018Q2,S92000003,d,S08000020,Melanoma,"",24,"",22,""
9590,2018Q2,S92000003,d,S08000020,Ovarian,"",11,"",7,""
9591,2018Q2,S92000003,d,S08000020,Upper GI,"",49,"",48,""
9592,2018Q2,S92000003,d,S08000020,Urological,"",86,"",62,""
9593,2018Q2,S92000003,d,S08000022,All Cancer Types,d,203,"",175,""
9594,2018Q2,S92000003,d,S08000022,Breast,"",60,"",60,""
9595,2018Q2,S92000003,d,S08000022,Cervical,"",5,"",4,""
9596,2018Q2,S92000003,d,S08000022,Colorectal,"",33,"",26,""
9597,2018Q2,S92000003,d,S08000022,Head & Neck,"",2,"",1,""
9598,2018Q2,S92000003,d,S08000022,Lung,"",30,"",29,""
9599,2018Q2,S92000003,d,S08000022,Lymphoma,"",4,"",4,""
9600,2018Q2,S92000003,d,S08000022,Melanoma,"",5,"",4,""
9601,2018Q2,S92000003,d,S08000022,Ovarian,"",8,"",6,""
9602,2018Q2,S92000003,d,S08000022,Upper GI,"",23,"",22,""
9603,2018Q2,S92000003,d,S08000022,Urological,"",33,"",19,""
9604,2018Q2,S92000003,d,S08000024,All Cancer Types,d,598,"",483,""
9605,2018Q2,S92000003,d,S08000024,Breast,"",162,"",158,""
9606,2018Q2,S92000003,d,S08000024,Cervical,"",6,"",4,""
9607,2018Q2,S92000003,d,S08000024,Colorectal,"",90,"",58,""
9608,2018Q2,S92000003,d,S08000024,Head & Neck,"",27,"",23,""
9609,2018Q2,S92000003,d,S08000024,Lung,"",81,"",70,""
9610,2018Q2,S92000003,d,S08000024,Lymphoma,"",15,"",12,""
9611,2018Q2,S92000003,d,S08000024,Melanoma,"",30,"",24,""
9612,2018Q2,S92000003,d,S08000024,Ovarian,"",8,"",8,""
9613,2018Q2,S92000003,d,S08000024,Upper GI,"",68,"",56,""
9614,2018Q2,S92000003,d,S08000024,Urological,"",111,"",70,""
9615,2018Q2,S92000003,d,S08000025,All Cancer Types,d,3,"",3,""
9616,2018Q2,S92000003,d,S08000025,Breast,"",1,"",1,""
9617,2018Q2,S92000003,d,S08000025,Colorectal,"",2,"",2,""
9618,2018Q2,S92000003,d,S08000026,All Cancer Types,d,7,"",6,""
9619,2018Q2,S92000003,d,S08000026,Breast,"",1,"",1,""
9620,2018Q2,S92000003,d,S08000026,Lung,"",1,"",1,""
9621,2018Q2,S92000003,d,S08000026,Ovarian,"",1,"",1,""
9622,2018Q2,S92000003,d,S08000026,Urological,"",4,"",3,""
9623,2018Q2,S92000003,d,S08000028,All Cancer Types,d,7,"",7,""
9624,2018Q2,S92000003,d,S08000028,Breast,"",1,"",1,""
9625,2018Q2,S92000003,d,S08000028,Colorectal,"",1,"",1,""
9626,2018Q2,S92000003,d,S08000028,Lung,"",1,"",1,""
9627,2018Q2,S92000003,d,S08000028,Melanoma,"",1,"",1,""
9628,2018Q2,S92000003,d,S08000028,Upper GI,"",2,"",2,""
9629,2018Q2,S92000003,d,S08000028,Urological,"",1,"",1,""
9630,2018Q2,S92000003,d,S08000029,All Cancer Types,d,187,"",176,""
9631,2018Q2,S92000003,d,S08000029,Breast,"",38,"",38,""
9632,2018Q2,S92000003,d,S08000029,Cervical,"",1,"",1,""
9633,2018Q2,S92000003,d,S08000029,Colorectal,"",29,"",28,""
9634,2018Q2,S92000003,d,S08000029,Head & Neck,"",3,"",3,""
9635,2018Q2,S92000003,d,S08000029,Lung,"",28,"",26,""
9636,2018Q2,S92000003,d,S08000029,Lymphoma,"",5,"",5,""
9637,2018Q2,S92000003,d,S08000029,Melanoma,"",10,"",10,""
9638,2018Q2,S92000003,d,S08000029,Ovarian,"",6,"",6,""
9639,2018Q2,S92000003,d,S08000029,Upper GI,"",23,"",21,""
9640,2018Q2,S92000003,d,S08000029,Urological,"",44,"",38,""
9641,2018Q2,S92000003,d,S08000030,All Cancer Types,d,232,"",204,""
9642,2018Q2,S92000003,d,S08000030,Breast,"",69,"",67,""
9643,2018Q2,S92000003,d,S08000030,Cervical,"",2,"",0,""
9644,2018Q2,S92000003,d,S08000030,Colorectal,"",49,"",42,""
9645,2018Q2,S92000003,d,S08000030,Head & Neck,"",5,"",4,""
9646,2018Q2,S92000003,d,S08000030,Lung,"",30,"",22,""
9647,2018Q2,S92000003,d,S08000030,Lymphoma,"",1,"",1,""
9648,2018Q2,S92000003,d,S08000030,Melanoma,"",11,"",11,""
9649,2018Q2,S92000003,d,S08000030,Ovarian,"",4,"",4,""
9650,2018Q2,S92000003,d,S08000030,Upper GI,"",23,"",23,""
9651,2018Q2,S92000003,d,S08000030,Urological,"",38,"",30,""
9652,2018Q2,S92000003,d,S08000031,All Cancer Types,d,1000,"",788,""
9653,2018Q2,S92000003,d,S08000031,Breast,"",273,"",228,""
9654,2018Q2,S92000003,d,S08000031,Cervical,"",10,"",6,""
9655,2018Q2,S92000003,d,S08000031,Colorectal,"",122,"",86,""
9656,2018Q2,S92000003,d,S08000031,Head & Neck,"",65,"",47,""
9657,2018Q2,S92000003,d,S08000031,Lung,"",118,"",112,""
9658,2018Q2,S92000003,d,S08000031,Lymphoma,"",37,"",36,""
9659,2018Q2,S92000003,d,S08000031,Melanoma,"",54,"",53,""
9660,2018Q2,S92000003,d,S08000031,Ovarian,"",31,"",27,""
9661,2018Q2,S92000003,d,S08000031,Upper GI,"",131,"",106,""
9662,2018Q2,S92000003,d,S08000031,Urological,"",159,"",87,""
9663,2018Q2,S92000003,d,S08000032,All Cancer Types,d,334,"",322,""
9664,2018Q2,S92000003,d,S08000032,Breast,"",99,"",93,""
9665,2018Q2,S92000003,d,S08000032,Cervical,"",2,"",2,""
9666,2018Q2,S92000003,d,S08000032,Colorectal,"",56,"",52,""
9667,2018Q2,S92000003,d,S08000032,Head & Neck,"",8,"",8,""
9668,2018Q2,S92000003,d,S08000032,Lung,"",45,"",45,""
9669,2018Q2,S92000003,d,S08000032,Lymphoma,"",12,"",12,""
9670,2018Q2,S92000003,d,S08000032,Melanoma,"",24,"",24,""
9671,2018Q2,S92000003,d,S08000032,Upper GI,"",22,"",22,""
9672,2018Q2,S92000003,d,S08000032,Urological,"",66,"",64,""
9673,2018Q2,S92000003,d,SB0801,All Cancer Types,d,44,"",32,""
9674,2018Q2,S92000003,d,SB0801,Lung,"",43,"",31,""
9675,2018Q2,S92000003,d,SB0801,Upper GI,"",1,"",1,""
9676,2018Q3,S08000015,"",S08000015,All Cancer Types,d,237,"",210,""
9677,2018Q3,S08000015,"",S08000015,Breast,"",82,"",77,""
9678,2018Q3,S08000015,"",S08000015,Cervical,"",5,"",4,""
9679,2018Q3,S08000015,"",S08000015,Colorectal,"",38,"",26,""
9680,2018Q3,S08000015,"",S08000015,Head & Neck,"",4,"",3,""
9681,2018Q3,S08000015,"",S08000015,Lung,"",36,"",36,""
9682,2018Q3,S08000015,"",S08000015,Lymphoma,"",1,"",1,""
9683,2018Q3,S08000015,"",S08000015,Melanoma,"",10,"",8,""
9684,2018Q3,S08000015,"",S08000015,Ovarian,"",1,"",1,""
9685,2018Q3,S08000015,"",S08000015,Upper GI,"",21,"",16,""
9686,2018Q3,S08000015,"",S08000015,Urological,"",39,"",38,""
9687,2018Q3,S08000015,"",S08000017,All Cancer Types,d,1,"",1,""
9688,2018Q3,S08000015,"",S08000017,Breast,"",1,"",1,""
9689,2018Q3,S08000015,"",S08000031,All Cancer Types,d,32,"",18,""
9690,2018Q3,S08000015,"",S08000031,Breast,"",2,"",1,""
9691,2018Q3,S08000015,"",S08000031,Cervical,"",3,"",0,""
9692,2018Q3,S08000015,"",S08000031,Colorectal,"",3,"",0,""
9693,2018Q3,S08000015,"",S08000031,Head & Neck,"",4,"",1,""
9694,2018Q3,S08000015,"",S08000031,Lung,"",8,"",8,""
9695,2018Q3,S08000015,"",S08000031,Ovarian,"",4,"",2,""
9696,2018Q3,S08000015,"",S08000031,Upper GI,"",4,"",3,""
9697,2018Q3,S08000015,"",S08000031,Urological,"",4,"",3,""
9698,2018Q3,S08000015,"",SB0801,All Cancer Types,d,5,"",4,""
9699,2018Q3,S08000015,"",SB0801,Lung,"",5,"",4,""
9700,2018Q3,S08000016,"",S08000016,All Cancer Types,d,72,"",70,""
9701,2018Q3,S08000016,"",S08000016,Breast,"",9,"",9,""
9702,2018Q3,S08000016,"",S08000016,Cervical,"",1,"",1,""
9703,2018Q3,S08000016,"",S08000016,Colorectal,"",11,"",9,""
9704,2018Q3,S08000016,"",S08000016,Head & Neck,"",1,"",1,""
9705,2018Q3,S08000016,"",S08000016,Lung,"",17,"",17,""
9706,2018Q3,S08000016,"",S08000016,Lymphoma,"",1,"",1,""
9707,2018Q3,S08000016,"",S08000016,Melanoma,"",4,"",4,""
9708,2018Q3,S08000016,"",S08000016,Ovarian,"",2,"",2,""
9709,2018Q3,S08000016,"",S08000016,Upper GI,"",13,"",13,""
9710,2018Q3,S08000016,"",S08000016,Urological,"",13,"",13,""
9711,2018Q3,S08000016,"",S08000024,All Cancer Types,d,15,"",13,""
9712,2018Q3,S08000016,"",S08000024,Cervical,"",1,"",1,""
9713,2018Q3,S08000016,"",S08000024,Colorectal,"",4,"",4,""
9714,2018Q3,S08000016,"",S08000024,Head & Neck,"",2,"",2,""
9715,2018Q3,S08000016,"",S08000024,Lung,"",5,"",5,""
9716,2018Q3,S08000016,"",S08000024,Lymphoma,"",1,"",1,""
9717,2018Q3,S08000016,"",S08000024,Ovarian,"",1,"",0,""
9718,2018Q3,S08000016,"",S08000024,Urological,"",1,"",0,""
9719,2018Q3,S08000017,"",S08000015,All Cancer Types,d,1,"",1,""
9720,2018Q3,S08000017,"",S08000015,Urological,"",1,"",1,""
9721,2018Q3,S08000017,"",S08000017,All Cancer Types,d,80,"",75,""
9722,2018Q3,S08000017,"",S08000017,Breast,"",13,"",13,""
9723,2018Q3,S08000017,"",S08000017,Cervical,"",1,"",1,""
9724,2018Q3,S08000017,"",S08000017,Colorectal,"",14,"",10,""
9725,2018Q3,S08000017,"",S08000017,Lung,"",17,"",17,""
9726,2018Q3,S08000017,"",S08000017,Lymphoma,"",3,"",3,""
9727,2018Q3,S08000017,"",S08000017,Melanoma,"",2,"",2,""
9728,2018Q3,S08000017,"",S08000017,Ovarian,"",2,"",2,""
9729,2018Q3,S08000017,"",S08000017,Upper GI,"",16,"",16,""
9730,2018Q3,S08000017,"",S08000017,Urological,"",12,"",11,""
9731,2018Q3,S08000017,"",S08000024,All Cancer Types,d,13,"",5,""
9732,2018Q3,S08000017,"",S08000024,Cervical,"",1,"",0,""
9733,2018Q3,S08000017,"",S08000024,Colorectal,"",1,"",1,""
9734,2018Q3,S08000017,"",S08000024,Lung,"",4,"",1,""
9735,2018Q3,S08000017,"",S08000024,Melanoma,"",1,"",1,""
9736,2018Q3,S08000017,"",S08000024,Ovarian,"",1,"",0,""
9737,2018Q3,S08000017,"",S08000024,Upper GI,"",3,"",2,""
9738,2018Q3,S08000017,"",S08000024,Urological,"",2,"",0,""
9739,2018Q3,S08000017,"",SB0801,All Cancer Types,d,1,"",1,""
9740,2018Q3,S08000017,"",SB0801,Lung,"",1,"",1,""
9741,2018Q3,S08000019,"",S08000019,All Cancer Types,d,238,"",197,""
9742,2018Q3,S08000019,"",S08000019,Breast,"",37,"",34,""
9743,2018Q3,S08000019,"",S08000019,Cervical,"",2,"",2,""
9744,2018Q3,S08000019,"",S08000019,Colorectal,"",40,"",23,""
9745,2018Q3,S08000019,"",S08000019,Head & Neck,"",6,"",6,""
9746,2018Q3,S08000019,"",S08000019,Lung,"",28,"",25,""
9747,2018Q3,S08000019,"",S08000019,Lymphoma,"",11,"",10,""
9748,2018Q3,S08000019,"",S08000019,Melanoma,"",11,"",7,""
9749,2018Q3,S08000019,"",S08000019,Ovarian,"",1,"",1,""
9750,2018Q3,S08000019,"",S08000019,Upper GI,"",25,"",24,""
9751,2018Q3,S08000019,"",S08000019,Urological,"",77,"",65,""
9752,2018Q3,S08000019,"",S08000024,All Cancer Types,d,1,"",1,""
9753,2018Q3,S08000019,"",S08000024,Upper GI,"",1,"",1,""
9754,2018Q3,S08000019,"",S08000031,All Cancer Types,d,39,"",21,""
9755,2018Q3,S08000019,"",S08000031,Cervical,"",2,"",1,""
9756,2018Q3,S08000019,"",S08000031,Colorectal,"",1,"",0,""
9757,2018Q3,S08000019,"",S08000031,Head & Neck,"",6,"",4,""
9758,2018Q3,S08000019,"",S08000031,Lung,"",12,"",10,""
9759,2018Q3,S08000019,"",S08000031,Ovarian,"",3,"",2,""
9760,2018Q3,S08000019,"",S08000031,Upper GI,"",5,"",2,""
9761,2018Q3,S08000019,"",S08000031,Urological,"",10,"",2,""
9762,2018Q3,S08000019,"",S08000032,All Cancer Types,d,5,"",5,""
9763,2018Q3,S08000019,"",S08000032,Head & Neck,"",5,"",5,""
9764,2018Q3,S08000019,"",SB0801,All Cancer Types,d,5,"",5,""
9765,2018Q3,S08000019,"",SB0801,Lung,"",5,"",5,""
9766,2018Q3,S08000020,"",S08000020,All Cancer Types,d,357,"",274,""
9767,2018Q3,S08000020,"",S08000020,Breast,"",78,"",69,""
9768,2018Q3,S08000020,"",S08000020,Cervical,"",2,"",1,""
9769,2018Q3,S08000020,"",S08000020,Colorectal,"",55,"",29,""
9770,2018Q3,S08000020,"",S08000020,Head & Neck,"",9,"",8,""
9771,2018Q3,S08000020,"",S08000020,Lung,"",75,"",62,""
9772,2018Q3,S08000020,"",S08000020,Lymphoma,"",15,"",11,""
9773,2018Q3,S08000020,"",S08000020,Melanoma,"",6,"",4,""
9774,2018Q3,S08000020,"",S08000020,Ovarian,"",9,"",9,""
9775,2018Q3,S08000020,"",S08000020,Upper GI,"",43,"",42,""
9776,2018Q3,S08000020,"",S08000020,Urological,"",65,"",39,""
9777,2018Q3,S08000020,"",S08000026,All Cancer Types,d,2,"",1,""
9778,2018Q3,S08000020,"",S08000026,Urological,"",2,"",1,""
9779,2018Q3,S08000022,"",S08000020,All Cancer Types,d,1,"",1,""
9780,2018Q3,S08000022,"",S08000020,Ovarian,"",1,"",1,""
9781,2018Q3,S08000022,"",S08000022,All Cancer Types,d,196,"",156,""
9782,2018Q3,S08000022,"",S08000022,Breast,"",55,"",54,""
9783,2018Q3,S08000022,"",S08000022,Cervical,"",1,"",1,""
9784,2018Q3,S08000022,"",S08000022,Colorectal,"",30,"",20,""
9785,2018Q3,S08000022,"",S08000022,Head & Neck,"",6,"",4,""
9786,2018Q3,S08000022,"",S08000022,Lung,"",24,"",23,""
9787,2018Q3,S08000022,"",S08000022,Lymphoma,"",11,"",9,""
9788,2018Q3,S08000022,"",S08000022,Melanoma,"",15,"",14,""
9789,2018Q3,S08000022,"",S08000022,Ovarian,"",8,"",5,""
9790,2018Q3,S08000022,"",S08000022,Upper GI,"",21,"",16,""
9791,2018Q3,S08000022,"",S08000022,Urological,"",25,"",10,""
9792,2018Q3,S08000022,"",S08000024,All Cancer Types,d,3,"",2,""
9793,2018Q3,S08000022,"",S08000024,Breast,"",1,"",1,""
9794,2018Q3,S08000022,"",S08000024,Urological,"",2,"",1,""
9795,2018Q3,S08000022,"",S08000028,All Cancer Types,d,1,"",1,""
9796,2018Q3,S08000022,"",S08000028,Lung,"",1,"",1,""
9797,2018Q3,S08000022,"",S08000030,All Cancer Types,d,2,"",2,""
9798,2018Q3,S08000022,"",S08000030,Head & Neck,"",2,"",2,""
9799,2018Q3,S08000022,"",S08000031,All Cancer Types,d,2,"",2,""
9800,2018Q3,S08000022,"",S08000031,Lymphoma,"",2,"",2,""
9801,2018Q3,S08000022,"",SB0801,All Cancer Types,d,5,"",2,""
9802,2018Q3,S08000022,"",SB0801,Lung,"",5,"",2,""
9803,2018Q3,S08000024,"",S08000019,All Cancer Types,d,1,"",1,""
9804,2018Q3,S08000024,"",S08000019,Breast,"",1,"",1,""
9805,2018Q3,S08000024,"",S08000024,All Cancer Types,d,567,"",454,""
9806,2018Q3,S08000024,"",S08000024,Breast,"",196,"",189,""
9807,2018Q3,S08000024,"",S08000024,Cervical,"",6,"",6,""
9808,2018Q3,S08000024,"",S08000024,Colorectal,"",77,"",44,""
9809,2018Q3,S08000024,"",S08000024,Head & Neck,"",26,"",26,""
9810,2018Q3,S08000024,"",S08000024,Lung,"",48,"",37,""
9811,2018Q3,S08000024,"",S08000024,Lymphoma,"",16,"",13,""
9812,2018Q3,S08000024,"",S08000024,Melanoma,"",28,"",19,""
9813,2018Q3,S08000024,"",S08000024,Ovarian,"",3,"",3,""
9814,2018Q3,S08000024,"",S08000024,Upper GI,"",54,"",50,""
9815,2018Q3,S08000024,"",S08000024,Urological,"",113,"",67,""
9816,2018Q3,S08000024,"",S08000029,All Cancer Types,d,1,"",1,""
9817,2018Q3,S08000024,"",S08000029,Breast,"",1,"",1,""
9818,2018Q3,S08000025,"",S08000020,All Cancer Types,d,2,"",2,""
9819,2018Q3,S08000025,"",S08000020,Urological,"",2,"",2,""
9820,2018Q3,S08000025,"",S08000022,All Cancer Types,d,1,"",0,""
9821,2018Q3,S08000025,"",S08000022,Upper GI,"",1,"",0,""
9822,2018Q3,S08000025,"",S08000025,All Cancer Types,d,4,"",4,""
9823,2018Q3,S08000025,"",S08000025,Colorectal,"",2,"",2,""
9824,2018Q3,S08000025,"",S08000025,Ovarian,"",1,"",1,""
9825,2018Q3,S08000025,"",S08000025,Urological,"",1,"",1,""
9826,2018Q3,S08000026,"",S08000020,All Cancer Types,d,5,"",3,""
9827,2018Q3,S08000026,"",S08000020,Cervical,"",1,"",0,""
9828,2018Q3,S08000026,"",S08000020,Colorectal,"",1,"",1,""
9829,2018Q3,S08000026,"",S08000020,Lymphoma,"",1,"",1,""
9830,2018Q3,S08000026,"",S08000020,Upper GI,"",1,"",1,""
9831,2018Q3,S08000026,"",S08000020,Urological,"",1,"",0,""
9832,2018Q3,S08000026,"",S08000026,All Cancer Types,d,5,"",4,""
9833,2018Q3,S08000026,"",S08000026,Colorectal,"",1,"",1,""
9834,2018Q3,S08000026,"",S08000026,Melanoma,"",1,"",1,""
9835,2018Q3,S08000026,"",S08000026,Ovarian,"",1,"",1,""
9836,2018Q3,S08000026,"",S08000026,Upper GI,"",1,"",1,""
9837,2018Q3,S08000026,"",S08000026,Urological,"",1,"",0,""
9838,2018Q3,S08000028,"",S08000022,All Cancer Types,d,9,"",7,""
9839,2018Q3,S08000028,"",S08000022,Colorectal,"",4,"",3,""
9840,2018Q3,S08000028,"",S08000022,Lung,"",3,"",2,""
9841,2018Q3,S08000028,"",S08000022,Melanoma,"",1,"",1,""
9842,2018Q3,S08000028,"",S08000022,Upper GI,"",1,"",1,""
9843,2018Q3,S08000028,"",S08000028,All Cancer Types,d,9,"",8,""
9844,2018Q3,S08000028,"",S08000028,Breast,"",2,"",2,""
9845,2018Q3,S08000028,"",S08000028,Colorectal,"",1,"",1,""
9846,2018Q3,S08000028,"",S08000028,Lung,"",3,"",3,""
9847,2018Q3,S08000028,"",S08000028,Ovarian,"",1,"",1,""
9848,2018Q3,S08000028,"",S08000028,Urological,"",2,"",1,""
9849,2018Q3,S08000028,"",S08000031,All Cancer Types,d,1,"",1,""
9850,2018Q3,S08000028,"",S08000031,Ovarian,"",1,"",1,""
9851,2018Q3,S08000028,"",SB0801,All Cancer Types,d,2,"",2,""
9852,2018Q3,S08000028,"",SB0801,Lung,"",2,"",2,""
9853,2018Q3,S08000029,"",S08000024,All Cancer Types,d,47,"",33,""
9854,2018Q3,S08000029,"",S08000024,Breast,"",1,"",1,""
9855,2018Q3,S08000029,"",S08000024,Cervical,"",4,"",1,""
9856,2018Q3,S08000029,"",S08000024,Colorectal,"",4,"",3,""
9857,2018Q3,S08000029,"",S08000024,Head & Neck,"",6,"",6,""
9858,2018Q3,S08000029,"",S08000024,Lung,"",21,"",17,""
9859,2018Q3,S08000029,"",S08000024,Ovarian,"",1,"",1,""
9860,2018Q3,S08000029,"",S08000024,Upper GI,"",5,"",4,""
9861,2018Q3,S08000029,"",S08000024,Urological,"",5,"",0,""
9862,2018Q3,S08000029,"",S08000029,All Cancer Types,d,209,"",180,""
9863,2018Q3,S08000029,"",S08000029,Breast,"",35,"",32,""
9864,2018Q3,S08000029,"",S08000029,Cervical,"",2,"",2,""
9865,2018Q3,S08000029,"",S08000029,Colorectal,"",35,"",32,""
9866,2018Q3,S08000029,"",S08000029,Head & Neck,"",7,"",7,""
9867,2018Q3,S08000029,"",S08000029,Lung,"",47,"",43,""
9868,2018Q3,S08000029,"",S08000029,Lymphoma,"",4,"",3,""
9869,2018Q3,S08000029,"",S08000029,Melanoma,"",15,"",15,""
9870,2018Q3,S08000029,"",S08000029,Ovarian,"",4,"",2,""
9871,2018Q3,S08000029,"",S08000029,Upper GI,"",22,"",21,""
9872,2018Q3,S08000029,"",S08000029,Urological,"",38,"",23,""
9873,2018Q3,S08000029,"",S08000030,All Cancer Types,d,6,"",5,""
9874,2018Q3,S08000029,"",S08000030,Colorectal,"",1,"",1,""
9875,2018Q3,S08000029,"",S08000030,Head & Neck,"",1,"",1,""
9876,2018Q3,S08000029,"",S08000030,Lung,"",1,"",1,""
9877,2018Q3,S08000029,"",S08000030,Melanoma,"",3,"",2,""
9878,2018Q3,S08000030,"",S08000024,All Cancer Types,d,2,"",2,""
9879,2018Q3,S08000030,"",S08000024,Lung,"",1,"",1,""
9880,2018Q3,S08000030,"",S08000024,Urological,"",1,"",1,""
9881,2018Q3,S08000030,"",S08000030,All Cancer Types,d,240,"",200,""
9882,2018Q3,S08000030,"",S08000030,Breast,"",74,"",70,""
9883,2018Q3,S08000030,"",S08000030,Cervical,"",10,"",7,""
9884,2018Q3,S08000030,"",S08000030,Colorectal,"",43,"",35,""
9885,2018Q3,S08000030,"",S08000030,Head & Neck,"",8,"",3,""
9886,2018Q3,S08000030,"",S08000030,Lung,"",34,"",25,""
9887,2018Q3,S08000030,"",S08000030,Melanoma,"",12,"",9,""
9888,2018Q3,S08000030,"",S08000030,Ovarian,"",4,"",4,""
9889,2018Q3,S08000030,"",S08000030,Upper GI,"",23,"",22,""
9890,2018Q3,S08000030,"",S08000030,Urological,"",32,"",25,""
9891,2018Q3,S08000031,"",S08000022,All Cancer Types,d,2,"",2,""
9892,2018Q3,S08000031,"",S08000022,Breast,"",1,"",1,""
9893,2018Q3,S08000031,"",S08000022,Lung,"",1,"",1,""
9894,2018Q3,S08000031,"",S08000031,All Cancer Types,d,965,"",738,""
9895,2018Q3,S08000031,"",S08000031,Breast,"",272,"",240,""
9896,2018Q3,S08000031,"",S08000031,Cervical,"",7,"",7,""
9897,2018Q3,S08000031,"",S08000031,Colorectal,"",137,"",87,""
9898,2018Q3,S08000031,"",S08000031,Head & Neck,"",41,"",35,""
9899,2018Q3,S08000031,"",S08000031,Lung,"",123,"",108,""
9900,2018Q3,S08000031,"",S08000031,Lymphoma,"",37,"",33,""
9901,2018Q3,S08000031,"",S08000031,Melanoma,"",45,"",45,""
9902,2018Q3,S08000031,"",S08000031,Ovarian,"",18,"",18,""
9903,2018Q3,S08000031,"",S08000031,Upper GI,"",81,"",61,""
9904,2018Q3,S08000031,"",S08000031,Urological,"",204,"",104,""
9905,2018Q3,S08000031,"",S08000032,All Cancer Types,d,27,"",25,""
9906,2018Q3,S08000031,"",S08000032,Breast,"",27,"",25,""
9907,2018Q3,S08000031,"",SB0801,All Cancer Types,d,32,"",21,""
9908,2018Q3,S08000031,"",SB0801,Lung,"",31,"",20,""
9909,2018Q3,S08000031,"",SB0801,Upper GI,"",1,"",1,""
9910,2018Q3,S08000032,"",S08000031,All Cancer Types,d,43,"",37,""
9911,2018Q3,S08000032,"",S08000031,Breast,"",7,"",6,""
9912,2018Q3,S08000032,"",S08000031,Cervical,"",5,"",3,""
